date,request,memory,cpu
4/6/2019 0:40,27147,13.13%,1.36%
4/6/2019 0:45,22675,13.11%,1.13%
4/6/2019 0:50,38509,13.18%,1.93%
4/6/2019 0:55,25013,13.12%,1.25%
4/6/2019 1:00,25821,13.12%,1.29%
4/6/2019 1:05,28530,13.13%,1.43%
4/6/2019 1:10,36719,13.17%,1.84%
4/6/2019 1:15,27721,13.13%,1.39%
4/6/2019 1:20,31767,13.15%,1.59%
4/6/2019 1:25,15097,13.07%,0.75%
4/6/2019 1:30,35605,13.17%,1.78%
4/6/2019 1:35,37220,13.17%,1.86%
4/6/2019 1:40,15946,13.07%,0.80%
4/6/2019 1:45,31820,13.15%,1.59%
4/6/2019 1:50,32962,13.15%,1.65%
4/6/2019 1:55,33599,13.16%,1.68%
4/6/2019 2:00,32051,13.15%,1.60%
4/6/2019 2:05,23783,13.11%,1.19%
4/6/2019 2:10,21400,13.10%,1.07%
4/6/2019 2:15,34391,13.16%,1.72%
4/6/2019 2:20,16378,13.08%,0.82%
4/6/2019 2:25,25000,13.12%,1.25%
4/6/2019 2:30,17528,13.08%,0.88%
4/6/2019 2:35,21277,13.10%,1.06%
4/6/2019 2:40,34684,13.16%,1.73%
4/6/2019 2:45,32214,13.15%,1.61%
4/6/2019 2:50,32700,13.15%,1.64%
4/6/2019 2:55,28990,13.14%,1.45%
4/6/2019 3:00,14963,13.07%,0.75%
4/6/2019 3:05,21667,13.10%,1.08%
4/6/2019 3:10,29777,13.14%,1.49%
4/6/2019 3:15,17253,13.08%,0.86%
4/6/2019 3:20,26381,13.12%,1.32%
4/6/2019 3:25,23294,13.11%,1.16%
4/6/2019 3:30,39218,13.18%,1.96%
4/6/2019 3:35,20585,13.10%,1.03%
4/6/2019 3:40,30376,13.14%,1.52%
4/6/2019 3:45,14858,13.07%,0.74%
4/6/2019 3:50,19979,13.09%,1.00%
4/6/2019 3:55,24172,13.11%,1.21%
4/6/2019 4:00,28484,13.13%,1.42%
4/6/2019 4:05,13663,13.06%,0.68%
4/6/2019 4:10,31873,13.15%,1.59%
4/6/2019 4:15,22351,13.10%,1.12%
4/6/2019 4:20,24675,13.12%,1.23%
4/6/2019 4:25,16141,13.08%,0.81%
4/6/2019 4:30,16855,13.08%,0.84%
4/6/2019 4:35,29318,13.14%,1.47%
4/6/2019 4:40,20417,13.10%,1.02%
4/6/2019 4:45,22315,13.10%,1.12%
4/6/2019 4:50,30399,13.14%,1.52%
4/6/2019 4:55,20871,13.10%,1.04%
4/6/2019 5:00,25342,13.12%,1.27%
4/6/2019 5:05,25702,13.12%,1.29%
4/6/2019 5:10,19782,13.09%,0.99%
4/6/2019 5:15,26568,13.12%,1.33%
4/6/2019 5:20,28643,13.13%,1.43%
4/6/2019 5:25,13215,13.06%,0.66%
4/6/2019 5:30,19621,13.09%,0.98%
4/6/2019 5:35,33898,13.16%,1.69%
4/6/2019 5:40,18133,13.08%,0.91%
4/6/2019 5:45,15485,13.07%,0.77%
4/6/2019 5:50,22812,13.11%,1.14%
4/6/2019 5:55,34467,13.16%,1.72%
4/6/2019 6:00,28984,13.14%,1.45%
4/6/2019 6:05,22538,13.11%,1.13%
4/6/2019 6:10,33906,13.16%,1.70%
4/6/2019 6:15,18475,13.09%,0.92%
4/6/2019 6:20,34010,13.16%,1.70%
4/6/2019 6:25,34675,13.16%,1.73%
4/6/2019 6:30,20780,13.10%,1.04%
4/6/2019 6:35,30410,13.14%,1.52%
4/6/2019 6:40,21725,13.10%,1.09%
4/6/2019 6:45,26670,13.12%,1.33%
4/6/2019 6:50,24353,13.11%,1.22%
4/6/2019 6:55,36164,13.17%,1.81%
4/6/2019 7:00,30392,13.14%,1.52%
4/6/2019 7:05,37327,13.17%,1.87%
4/6/2019 7:10,42828,13.20%,2.14%
4/6/2019 7:15,36688,13.17%,1.83%
4/6/2019 7:20,31126,13.15%,1.56%
4/6/2019 7:25,40880,13.19%,2.04%
4/6/2019 7:30,47738,13.22%,2.39%
4/6/2019 7:35,53338,13.25%,2.67%
4/6/2019 7:40,59249,13.28%,2.96%
4/6/2019 7:45,99265,13.46%,4.96%
4/6/2019 7:50,147384,13.69%,7.37%
4/6/2019 7:55,264257,14.23%,13.21%
4/6/2019 8:00,295612,14.38%,14.78%
4/6/2019 8:05,307935,14.44%,15.40%
4/6/2019 8:10,315451,14.47%,15.77%
4/6/2019 8:15,350565,14.64%,17.53%
4/6/2019 8:20,402243,14.88%,20.11%
4/6/2019 8:25,508295,15.37%,25.41%
4/6/2019 8:30,513293,15.40%,25.66%
4/6/2019 8:35,565869,15.64%,28.29%
4/6/2019 8:40,611975,15.86%,30.60%
4/6/2019 8:45,638799,15.98%,31.94%
4/6/2019 8:50,718155,16.35%,35.91%
4/6/2019 8:55,772536,16.61%,38.63%
4/6/2019 9:00,763953,16.57%,38.20%
4/6/2019 9:05,794500,16.71%,39.73%
4/6/2019 9:10,829350,16.87%,41.47%
4/6/2019 9:15,819932,16.83%,41.00%
4/6/2019 9:20,842990,16.93%,42.15%
4/6/2019 9:25,858115,17.00%,42.91%
4/6/2019 9:30,871553,17.07%,43.58%
4/6/2019 9:35,878021,17.10%,43.90%
4/6/2019 9:40,915715,17.27%,45.79%
4/6/2019 9:45,927034,17.33%,46.35%
4/6/2019 9:50,928856,17.33%,46.44%
4/6/2019 9:55,970866,17.53%,48.54%
4/6/2019 10:00,965511,17.51%,48.28%
4/6/2019 10:05,983030,17.59%,49.15%
4/6/2019 10:10,1000243,17.67%,50.01%
4/6/2019 10:15,1023574,17.78%,51.18%
4/6/2019 10:20,1019694,17.76%,50.98%
4/6/2019 10:25,1014427,17.73%,50.72%
4/6/2019 10:30,1004032,17.69%,50.20%
4/6/2019 10:35,978742,17.57%,48.94%
4/6/2019 10:40,992085,17.63%,49.60%
4/6/2019 10:45,1012618,17.73%,50.63%
4/6/2019 10:50,1018765,17.75%,50.94%
4/6/2019 10:55,1004255,17.69%,50.21%
4/6/2019 11:00,993720,17.64%,49.69%
4/6/2019 11:05,990189,17.62%,49.51%
4/6/2019 11:10,976445,17.56%,48.82%
4/6/2019 11:15,954043,17.45%,47.70%
4/6/2019 11:20,984784,17.60%,49.24%
4/6/2019 11:25,963104,17.49%,48.16%
4/6/2019 11:30,941836,17.40%,47.09%
4/6/2019 11:35,916723,17.28%,45.84%
4/6/2019 11:40,928434,17.33%,46.42%
4/6/2019 11:45,928177,17.33%,46.41%
4/6/2019 11:50,933218,17.36%,46.66%
4/6/2019 11:55,900448,17.20%,45.02%
4/6/2019 12:00,875144,17.08%,43.76%
4/6/2019 12:05,859087,17.01%,42.95%
4/6/2019 12:10,836649,16.90%,41.83%
4/6/2019 12:15,811327,16.79%,40.57%
4/6/2019 12:20,787253,16.67%,39.36%
4/6/2019 12:25,750706,16.50%,37.54%
4/6/2019 12:30,709162,16.31%,35.46%
4/6/2019 12:35,713155,16.33%,35.66%
4/6/2019 12:40,700176,16.27%,35.01%
4/6/2019 12:45,679204,16.17%,33.96%
4/6/2019 12:50,723845,16.38%,36.19%
4/6/2019 12:55,724250,16.38%,36.21%
4/6/2019 13:00,704163,16.29%,35.21%
4/6/2019 13:05,696900,16.25%,34.85%
4/6/2019 13:10,680888,16.18%,34.04%
4/6/2019 13:15,686999,16.21%,34.35%
4/6/2019 13:20,675234,16.15%,33.76%
4/6/2019 13:25,690997,16.22%,34.55%
4/6/2019 13:30,700828,16.27%,35.04%
4/6/2019 13:35,700208,16.27%,35.01%
4/6/2019 13:40,710250,16.31%,35.51%
4/6/2019 13:45,717130,16.35%,35.86%
4/6/2019 13:50,747914,16.49%,37.40%
4/6/2019 13:55,791454,16.69%,39.57%
4/6/2019 14:00,800963,16.74%,40.05%
4/6/2019 14:05,813681,16.80%,40.68%
4/6/2019 14:10,860180,17.01%,43.01%
4/6/2019 14:15,882301,17.12%,44.12%
4/6/2019 14:20,902355,17.21%,45.12%
4/6/2019 14:25,951317,17.44%,47.57%
4/6/2019 14:30,956590,17.46%,47.83%
4/6/2019 14:35,946777,17.42%,47.34%
4/6/2019 14:40,949056,17.43%,47.45%
4/6/2019 14:45,963967,17.50%,48.20%
4/6/2019 14:50,983238,17.59%,49.16%
4/6/2019 14:55,1010482,17.72%,50.52%
4/6/2019 15:00,1014917,17.74%,50.75%
4/6/2019 15:05,992616,17.63%,49.63%
4/6/2019 15:10,994511,17.64%,49.73%
4/6/2019 15:15,1013236,17.73%,50.66%
4/6/2019 15:20,997398,17.65%,49.87%
4/6/2019 15:25,1016601,17.74%,50.83%
4/6/2019 15:30,999957,17.67%,50.00%
4/6/2019 15:35,997476,17.65%,49.87%
4/6/2019 15:40,990525,17.62%,49.53%
4/6/2019 15:45,1020340,17.76%,51.02%
4/6/2019 15:50,1023866,17.78%,51.19%
4/6/2019 15:55,999294,17.66%,49.96%
4/6/2019 16:00,998900,17.66%,49.95%
4/6/2019 16:05,1003147,17.68%,50.16%
4/6/2019 16:10,1000670,17.67%,50.03%
4/6/2019 16:15,971831,17.54%,48.59%
4/6/2019 16:20,972018,17.54%,48.60%
4/6/2019 16:25,978188,17.56%,48.91%
4/6/2019 16:30,981197,17.58%,49.06%
4/6/2019 16:35,987008,17.61%,49.35%
4/6/2019 16:40,1008474,17.71%,50.42%
4/6/2019 16:45,976148,17.56%,48.81%
4/6/2019 16:50,1003316,17.68%,50.17%
4/6/2019 16:55,976363,17.56%,48.82%
4/6/2019 17:00,976701,17.56%,48.84%
4/6/2019 17:05,952113,17.44%,47.61%
4/6/2019 17:10,959224,17.48%,47.96%
4/6/2019 17:15,945137,17.41%,47.26%
4/6/2019 17:20,930018,17.34%,46.50%
4/6/2019 17:25,902691,17.21%,45.13%
4/6/2019 17:30,875240,17.08%,43.76%
4/6/2019 17:35,858480,17.01%,42.92%
4/6/2019 17:40,848000,16.96%,42.40%
4/6/2019 17:45,848370,16.96%,42.42%
4/6/2019 17:50,824593,16.85%,41.23%
4/6/2019 17:55,800288,16.73%,40.01%
4/6/2019 18:00,747418,16.49%,37.37%
4/6/2019 18:05,733190,16.42%,36.66%
4/6/2019 18:10,712486,16.32%,35.62%
4/6/2019 18:15,691011,16.22%,34.55%
4/6/2019 18:20,663700,16.10%,33.19%
4/6/2019 18:25,674569,16.15%,33.73%
4/6/2019 18:30,645161,16.01%,32.26%
4/6/2019 18:35,619654,15.89%,30.98%
4/6/2019 18:40,614669,15.87%,30.73%
4/6/2019 18:45,601472,15.81%,30.07%
4/6/2019 18:50,609063,15.84%,30.45%
4/6/2019 18:55,607971,15.84%,30.40%
4/6/2019 19:00,605920,15.83%,30.30%
4/6/2019 19:05,575398,15.69%,28.77%
4/6/2019 19:10,570069,15.66%,28.50%
4/6/2019 19:15,548855,15.56%,27.44%
4/6/2019 19:20,567264,15.65%,28.36%
4/6/2019 19:25,545273,15.54%,27.26%
4/6/2019 19:30,533360,15.49%,26.67%
4/6/2019 19:35,518232,15.42%,25.91%
4/6/2019 19:40,534194,15.49%,26.71%
4/6/2019 19:45,522617,15.44%,26.13%
4/6/2019 19:50,508518,15.37%,25.43%
4/6/2019 19:55,498429,15.33%,24.92%
4/6/2019 20:00,488634,15.28%,24.43%
4/6/2019 20:05,489360,15.28%,24.47%
4/6/2019 20:10,476244,15.22%,23.81%
4/6/2019 20:15,461454,15.15%,23.07%
4/6/2019 20:20,468983,15.19%,23.45%
4/6/2019 20:25,453513,15.12%,22.68%
4/6/2019 20:30,454660,15.12%,22.73%
4/6/2019 20:35,444585,15.07%,22.23%
4/6/2019 20:40,446150,15.08%,22.31%
4/6/2019 20:45,417004,14.95%,20.85%
4/6/2019 20:50,407198,14.90%,20.36%
4/6/2019 20:55,391986,14.83%,19.60%
4/6/2019 21:00,367302,14.71%,18.37%
4/6/2019 21:05,371633,14.73%,18.58%
4/6/2019 21:10,362204,14.69%,18.11%
4/6/2019 21:15,355896,14.66%,17.79%
4/6/2019 21:20,347170,14.62%,17.36%
4/6/2019 21:25,331756,14.55%,16.59%
4/6/2019 21:30,312471,14.46%,15.62%
4/6/2019 21:35,309031,14.44%,15.45%
4/6/2019 21:40,280419,14.31%,14.02%
4/6/2019 21:45,277756,14.30%,13.89%
4/6/2019 21:50,251551,14.17%,12.58%
4/6/2019 21:55,162824,13.76%,8.14%
4/6/2019 22:00,133931,13.63%,6.70%
4/6/2019 22:05,104782,13.49%,5.24%
4/6/2019 22:10,112345,13.52%,5.62%
4/6/2019 22:15,97967,13.46%,4.90%
4/6/2019 22:20,96095,13.45%,4.80%
4/6/2019 22:25,81481,13.38%,4.07%
4/6/2019 22:30,78017,13.36%,3.90%
4/6/2019 22:35,76530,13.36%,3.83%
4/6/2019 22:40,67013,13.31%,3.35%
4/6/2019 22:45,81897,13.38%,4.09%
4/6/2019 22:50,74360,13.35%,3.72%
4/6/2019 22:55,55917,13.26%,2.80%
4/6/2019 23:00,66547,13.31%,3.33%
4/6/2019 23:05,63951,13.30%,3.20%
4/6/2019 23:10,69737,13.33%,3.49%
4/6/2019 23:15,61556,13.29%,3.08%
4/6/2019 23:20,50728,13.24%,2.54%
4/6/2019 23:25,55519,13.26%,2.78%
4/6/2019 23:30,57865,13.27%,2.89%
4/6/2019 23:35,63263,13.30%,3.16%
4/6/2019 23:40,53890,13.25%,2.69%
4/6/2019 23:45,58991,13.28%,2.95%
4/6/2019 23:50,57218,13.27%,2.86%
4/6/2019 23:55,53174,13.25%,2.66%
4/7/2019 0:00,40395,13.19%,2.02%
4/7/2019 0:05,40470,13.19%,2.02%
4/7/2019 0:10,39878,13.19%,1.99%
4/7/2019 0:15,44001,13.21%,2.20%
4/7/2019 0:20,50857,13.24%,2.54%
4/7/2019 0:25,43965,13.21%,2.20%
4/7/2019 0:30,45473,13.21%,2.27%
4/7/2019 0:35,42939,13.20%,2.15%
4/7/2019 0:40,45471,13.21%,2.27%
4/7/2019 0:45,50729,13.24%,2.54%
4/7/2019 0:50,50610,13.24%,2.53%
4/7/2019 0:55,50691,13.24%,2.53%
4/7/2019 1:00,38014,13.18%,1.90%
4/7/2019 1:05,51675,13.24%,2.58%
4/7/2019 1:10,34002,13.16%,1.70%
4/7/2019 1:15,42969,13.20%,2.15%
4/7/2019 1:20,36298,13.17%,1.81%
4/7/2019 1:25,30505,13.14%,1.53%
4/7/2019 1:30,29784,13.14%,1.49%
4/7/2019 1:35,36342,13.17%,1.82%
4/7/2019 1:40,39321,13.18%,1.97%
4/7/2019 1:45,44437,13.21%,2.22%
4/7/2019 1:50,39398,13.18%,1.97%
4/7/2019 1:55,35831,13.17%,1.79%
4/7/2019 2:00,45946,13.21%,2.30%
4/7/2019 2:05,32687,13.15%,1.63%
4/7/2019 2:10,46190,13.22%,2.31%
4/7/2019 2:15,39571,13.18%,1.98%
4/7/2019 2:20,42235,13.20%,2.11%
4/7/2019 2:25,29412,13.14%,1.47%
4/7/2019 2:30,34229,13.16%,1.71%
4/7/2019 2:35,31447,13.15%,1.57%
4/7/2019 2:40,41401,13.19%,2.07%
4/7/2019 2:45,33936,13.16%,1.70%
4/7/2019 2:50,33063,13.15%,1.65%
4/7/2019 2:55,37400,13.17%,1.87%
4/7/2019 3:00,34561,13.16%,1.73%
4/7/2019 3:05,39959,13.19%,2.00%
4/7/2019 3:10,38103,13.18%,1.91%
4/7/2019 3:15,27032,13.13%,1.35%
4/7/2019 3:20,33376,13.16%,1.67%
4/7/2019 3:25,28412,13.13%,1.42%
4/7/2019 3:30,50953,13.24%,2.55%
4/7/2019 3:35,34142,13.16%,1.71%
4/7/2019 3:40,27487,13.13%,1.37%
4/7/2019 3:45,25224,13.12%,1.26%
4/7/2019 3:50,39530,13.18%,1.98%
4/7/2019 3:55,41177,13.19%,2.06%
4/7/2019 4:00,30118,13.14%,1.51%
4/7/2019 4:05,44751,13.21%,2.24%
4/7/2019 4:10,40893,13.19%,2.04%
4/7/2019 4:15,34991,13.16%,1.75%
4/7/2019 4:20,31383,13.15%,1.57%
4/7/2019 4:25,42629,13.20%,2.13%
4/7/2019 4:30,35025,13.16%,1.75%
4/7/2019 4:35,41835,13.20%,2.09%
4/7/2019 4:40,44653,13.21%,2.23%
4/7/2019 4:45,39736,13.19%,1.99%
4/7/2019 4:50,33494,13.16%,1.67%
4/7/2019 4:55,26547,13.12%,1.33%
4/7/2019 5:00,36860,13.17%,1.84%
4/7/2019 5:05,33541,13.16%,1.68%
4/7/2019 5:10,30835,13.14%,1.54%
4/7/2019 5:15,32443,13.15%,1.62%
4/7/2019 5:20,40728,13.19%,2.04%
4/7/2019 5:25,37014,13.17%,1.85%
4/7/2019 5:30,34191,13.16%,1.71%
4/7/2019 5:35,35093,13.16%,1.75%
4/7/2019 5:40,37983,13.18%,1.90%
4/7/2019 5:45,29177,13.14%,1.46%
4/7/2019 5:50,41841,13.20%,2.09%
4/7/2019 5:55,44095,13.21%,2.20%
4/7/2019 6:00,33710,13.16%,1.69%
4/7/2019 6:05,38771,13.18%,1.94%
4/7/2019 6:10,32715,13.15%,1.64%
4/7/2019 6:15,42009,13.20%,2.10%
4/7/2019 6:20,48304,13.23%,2.42%
4/7/2019 6:25,37361,13.17%,1.87%
4/7/2019 6:30,36989,13.17%,1.85%
4/7/2019 6:35,34481,13.16%,1.72%
4/7/2019 6:40,29948,13.14%,1.50%
4/7/2019 6:45,43441,13.20%,2.17%
4/7/2019 6:50,49340,13.23%,2.47%
4/7/2019 6:55,45576,13.21%,2.28%
4/7/2019 7:00,37598,13.18%,1.88%
4/7/2019 7:05,45994,13.21%,2.30%
4/7/2019 7:10,54404,13.25%,2.72%
4/7/2019 7:15,42624,13.20%,2.13%
4/7/2019 7:20,54414,13.25%,2.72%
4/7/2019 7:25,58377,13.27%,2.92%
4/7/2019 7:30,63669,13.30%,3.18%
4/7/2019 7:35,66583,13.31%,3.33%
4/7/2019 7:40,74397,13.35%,3.72%
4/7/2019 7:45,93073,13.43%,4.65%
4/7/2019 7:50,150048,13.70%,7.50%
4/7/2019 7:55,270976,14.26%,13.55%
4/7/2019 8:00,304382,14.42%,15.22%
4/7/2019 8:05,307608,14.44%,15.38%
4/7/2019 8:10,322263,14.50%,16.11%
4/7/2019 8:15,341917,14.60%,17.10%
4/7/2019 8:20,406173,14.90%,20.31%
4/7/2019 8:25,507532,15.37%,25.38%
4/7/2019 8:30,521750,15.43%,26.09%
4/7/2019 8:35,568319,15.65%,28.42%
4/7/2019 8:40,602522,15.81%,30.13%
4/7/2019 8:45,636940,15.97%,31.85%
4/7/2019 8:50,698196,16.26%,34.91%
4/7/2019 8:55,758151,16.54%,37.91%
4/7/2019 9:00,774135,16.61%,38.71%
4/7/2019 9:05,791177,16.69%,39.56%
4/7/2019 9:10,818348,16.82%,40.92%
4/7/2019 9:15,818990,16.82%,40.95%
4/7/2019 9:20,867069,17.05%,43.35%
4/7/2019 9:25,875543,17.09%,43.78%
4/7/2019 9:30,868428,17.05%,43.42%
4/7/2019 9:35,892122,17.16%,44.61%
4/7/2019 9:40,909659,17.25%,45.48%
4/7/2019 9:45,898047,17.19%,44.90%
4/7/2019 9:50,936628,17.37%,46.83%
4/7/2019 9:55,943742,17.40%,47.19%
4/7/2019 10:00,963474,17.50%,48.17%
4/7/2019 10:05,983754,17.59%,49.19%
4/7/2019 10:10,986531,17.60%,49.33%
4/7/2019 10:15,975232,17.55%,48.76%
4/7/2019 10:20,990726,17.62%,49.54%
4/7/2019 10:25,983007,17.59%,49.15%
4/7/2019 10:30,978867,17.57%,48.94%
4/7/2019 10:35,990845,17.62%,49.54%
4/7/2019 10:40,988802,17.61%,49.44%
4/7/2019 10:45,1009603,17.71%,50.48%
4/7/2019 10:50,992182,17.63%,49.61%
4/7/2019 10:55,977356,17.56%,48.87%
4/7/2019 11:00,959403,17.48%,47.97%
4/7/2019 11:05,957264,17.47%,47.86%
4/7/2019 11:10,960521,17.48%,48.03%
4/7/2019 11:15,962925,17.49%,48.15%
4/7/2019 11:20,965941,17.51%,48.30%
4/7/2019 11:25,948142,17.42%,47.41%
4/7/2019 11:30,933182,17.35%,46.66%
4/7/2019 11:35,954728,17.46%,47.74%
4/7/2019 11:40,927252,17.33%,46.36%
4/7/2019 11:45,921387,17.30%,46.07%
4/7/2019 11:50,891318,17.16%,44.57%
4/7/2019 11:55,873345,17.08%,43.67%
4/7/2019 12:00,809337,16.78%,40.47%
4/7/2019 12:05,795271,16.71%,39.76%
4/7/2019 12:10,806414,16.76%,40.32%
4/7/2019 12:15,785496,16.67%,39.27%
4/7/2019 12:20,747120,16.49%,37.36%
4/7/2019 12:25,715319,16.34%,35.77%
4/7/2019 12:30,673162,16.14%,33.66%
4/7/2019 12:35,677263,16.16%,33.86%
4/7/2019 12:40,658368,16.07%,32.92%
4/7/2019 12:45,682539,16.19%,34.13%
4/7/2019 12:50,674802,16.15%,33.74%
4/7/2019 12:55,664480,16.10%,33.22%
4/7/2019 13:00,644230,16.01%,32.21%
4/7/2019 13:05,672761,16.14%,33.64%
4/7/2019 13:10,655712,16.06%,32.79%
4/7/2019 13:15,646965,16.02%,32.35%
4/7/2019 13:20,653598,16.05%,32.68%
4/7/2019 13:25,669232,16.12%,33.46%
4/7/2019 13:30,682599,16.19%,34.13%
4/7/2019 13:35,686547,16.20%,34.33%
4/7/2019 13:40,683396,16.19%,34.17%
4/7/2019 13:45,689792,16.22%,34.49%
4/7/2019 13:50,709862,16.31%,35.49%
4/7/2019 13:55,776929,16.63%,38.85%
4/7/2019 14:00,794067,16.71%,39.70%
4/7/2019 14:05,818618,16.82%,40.93%
4/7/2019 14:10,839668,16.92%,41.98%
4/7/2019 14:15,879191,17.10%,43.96%
4/7/2019 14:20,891783,17.16%,44.59%
4/7/2019 14:25,901991,17.21%,45.10%
4/7/2019 14:30,917583,17.28%,45.88%
4/7/2019 14:35,919548,17.29%,45.98%
4/7/2019 14:40,902155,17.21%,45.11%
4/7/2019 14:45,904665,17.22%,45.23%
4/7/2019 14:50,948225,17.43%,47.41%
4/7/2019 14:55,933594,17.36%,46.68%
4/7/2019 15:00,932110,17.35%,46.61%
4/7/2019 15:05,947249,17.42%,47.36%
4/7/2019 15:10,945618,17.41%,47.28%
4/7/2019 15:15,926838,17.33%,46.34%
4/7/2019 15:20,931539,17.35%,46.58%
4/7/2019 15:25,937524,17.38%,46.88%
4/7/2019 15:30,908129,17.24%,45.41%
4/7/2019 15:35,889920,17.15%,44.50%
4/7/2019 15:40,897732,17.19%,44.89%
4/7/2019 15:45,907632,17.24%,45.38%
4/7/2019 15:50,932028,17.35%,46.60%
4/7/2019 15:55,886730,17.14%,44.34%
4/7/2019 16:00,884186,17.13%,44.21%
4/7/2019 16:05,899120,17.20%,44.96%
4/7/2019 16:10,930321,17.34%,46.52%
4/7/2019 16:15,928494,17.33%,46.42%
4/7/2019 16:20,920399,17.30%,46.02%
4/7/2019 16:25,932077,17.35%,46.60%
4/7/2019 16:30,944235,17.41%,47.21%
4/7/2019 16:35,952870,17.45%,47.64%
4/7/2019 16:40,928551,17.33%,46.43%
4/7/2019 16:45,946184,17.42%,47.31%
4/7/2019 16:50,954849,17.46%,47.74%
4/7/2019 16:55,920119,17.29%,46.01%
4/7/2019 17:00,890630,17.16%,44.53%
4/7/2019 17:05,895188,17.18%,44.76%
4/7/2019 17:10,876499,17.09%,43.82%
4/7/2019 17:15,851031,16.97%,42.55%
4/7/2019 17:20,869703,17.06%,43.49%
4/7/2019 17:25,834568,16.89%,41.73%
4/7/2019 17:30,836856,16.91%,41.84%
4/7/2019 17:35,813395,16.80%,40.67%
4/7/2019 17:40,794890,16.71%,39.74%
4/7/2019 17:45,769382,16.59%,38.47%
4/7/2019 17:50,750406,16.50%,37.52%
4/7/2019 17:55,731204,16.41%,36.56%
4/7/2019 18:00,691392,16.23%,34.57%
4/7/2019 18:05,692864,16.23%,34.64%
4/7/2019 18:10,652713,16.05%,32.64%
4/7/2019 18:15,628043,15.93%,31.40%
4/7/2019 18:20,641305,15.99%,32.07%
4/7/2019 18:25,608719,15.84%,30.44%
4/7/2019 18:30,590606,15.76%,29.53%
4/7/2019 18:35,568504,15.65%,28.43%
4/7/2019 18:40,568060,15.65%,28.40%
4/7/2019 18:45,570507,15.66%,28.53%
4/7/2019 18:50,553339,15.58%,27.67%
4/7/2019 18:55,559231,15.61%,27.96%
4/7/2019 19:00,527844,15.46%,26.39%
4/7/2019 19:05,533474,15.49%,26.67%
4/7/2019 19:10,529000,15.47%,26.45%
4/7/2019 19:15,527971,15.46%,26.40%
4/7/2019 19:20,510699,15.38%,25.53%
4/7/2019 19:25,501366,15.34%,25.07%
4/7/2019 19:30,502707,15.35%,25.14%
4/7/2019 19:35,492611,15.30%,24.63%
4/7/2019 19:40,492595,15.30%,24.63%
4/7/2019 19:45,462486,15.16%,23.12%
4/7/2019 19:50,461820,15.16%,23.09%
4/7/2019 19:55,453311,15.12%,22.67%
4/7/2019 20:00,464229,15.17%,23.21%
4/7/2019 20:05,446634,15.08%,22.33%
4/7/2019 20:10,423206,14.97%,21.16%
4/7/2019 20:15,423768,14.98%,21.19%
4/7/2019 20:20,421545,14.97%,21.08%
4/7/2019 20:25,419644,14.96%,20.98%
4/7/2019 20:30,396281,14.85%,19.81%
4/7/2019 20:35,377335,14.76%,18.87%
4/7/2019 20:40,393749,14.84%,19.69%
4/7/2019 20:45,389798,14.82%,19.49%
4/7/2019 20:50,394079,14.84%,19.70%
4/7/2019 20:55,370252,14.73%,18.51%
4/7/2019 21:00,367908,14.72%,18.40%
4/7/2019 21:05,354095,14.65%,17.70%
4/7/2019 21:10,344810,14.61%,17.24%
4/7/2019 21:15,324136,14.51%,16.21%
4/7/2019 21:20,313022,14.46%,15.65%
4/7/2019 21:25,307138,14.43%,15.36%
4/7/2019 21:30,285119,14.33%,14.26%
4/7/2019 21:35,277804,14.30%,13.89%
4/7/2019 21:40,259521,14.21%,12.98%
4/7/2019 21:45,254071,14.19%,12.70%
4/7/2019 21:50,248069,14.16%,12.40%
4/7/2019 21:55,156057,13.73%,7.80%
4/7/2019 22:00,102124,13.48%,5.11%
4/7/2019 22:05,104743,13.49%,5.24%
4/7/2019 22:10,80995,13.38%,4.05%
4/7/2019 22:15,81971,13.38%,4.10%
4/7/2019 22:20,90368,13.42%,4.52%
4/7/2019 22:25,81366,13.38%,4.07%
4/7/2019 22:30,75112,13.35%,3.76%
4/7/2019 22:35,67247,13.31%,3.36%
4/7/2019 22:40,62141,13.29%,3.11%
4/7/2019 22:45,67595,13.32%,3.38%
4/7/2019 22:50,57801,13.27%,2.89%
4/7/2019 22:55,61435,13.29%,3.07%
4/7/2019 23:00,56096,13.26%,2.80%
4/7/2019 23:05,63814,13.30%,3.19%
4/7/2019 23:10,65241,13.30%,3.26%
4/7/2019 23:15,60121,13.28%,3.01%
4/7/2019 23:20,62437,13.29%,3.12%
4/7/2019 23:25,62338,13.29%,3.12%
4/7/2019 23:30,46015,13.21%,2.30%
4/7/2019 23:35,44624,13.21%,2.23%
4/7/2019 23:40,43065,13.20%,2.15%
4/7/2019 23:45,47238,13.22%,2.36%
4/7/2019 23:50,52395,13.24%,2.62%
4/7/2019 23:55,18100,13.08%,0.91%
4/8/2019 0:00,49876,13.23%,2.49%
4/8/2019 0:05,46839,13.22%,2.34%
4/8/2019 0:10,35628,13.17%,1.78%
4/8/2019 0:15,50700,13.24%,2.54%
4/8/2019 0:20,44355,13.21%,2.22%
4/8/2019 0:25,34524,13.16%,1.73%
4/8/2019 0:30,48601,13.23%,2.43%
4/8/2019 0:35,34780,13.16%,1.74%
4/8/2019 0:40,30379,13.14%,1.52%
4/8/2019 0:45,35211,13.16%,1.76%
4/8/2019 0:50,46495,13.22%,2.32%
4/8/2019 0:55,37712,13.18%,1.89%
4/8/2019 1:00,43939,13.21%,2.20%
4/8/2019 1:05,48636,13.23%,2.43%
